Date,Open,High,Low,Close,Adj Close,Volume
2009-12-21,50.500000,50.500000,50.500000,50.500000,50.500000,0
2009-12-22,50.500000,50.500000,50.500000,50.500000,50.500000,0
2009-12-23,50.500000,50.500000,50.500000,50.500000,50.500000,0
2009-12-24,50.500000,50.500000,50.500000,50.500000,50.500000,0
2009-12-28,30.000000,30.000000,29.500000,29.500000,29.500000,300
2009-12-29,29.500000,42.500000,29.500000,39.000000,39.000000,100
2009-12-30,42.500000,42.500000,42.500000,42.500000,42.500000,0
2009-12-31,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-04,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-05,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-06,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-07,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-08,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-01-11,50.000000,50.000000,50.000000,50.000000,50.000000,0
2010-01-12,50.000000,50.000000,50.000000,50.000000,50.000000,0
2010-01-13,50.000000,50.000000,50.000000,50.000000,50.000000,0
2010-01-14,50.000000,50.000000,50.000000,50.000000,50.000000,0
2010-01-15,50.000000,50.000000,49.000000,49.000000,49.000000,0
2010-01-19,49.000000,49.000000,49.000000,49.000000,49.000000,0
2010-01-20,49.000000,49.000000,49.000000,49.000000,49.000000,0
2010-01-21,49.000000,49.000000,49.000000,49.000000,49.000000,0
2010-01-22,49.000000,49.000000,49.000000,49.000000,49.000000,0
2010-01-25,49.000000,49.000000,49.000000,49.000000,49.000000,0
2010-01-26,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-01-27,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-01-28,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-01-29,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-01,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-02,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-03,51.000000,51.000000,51.000000,51.000000,51.000000,0
2010-02-04,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-05,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-08,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-09,53.500000,53.500000,53.500000,53.500000,53.500000,0
2010-02-10,53.500000,53.500000,52.500000,52.500000,52.500000,0
2010-02-11,52.500000,54.000000,52.500000,54.000000,54.000000,0
2010-02-12,54.000000,54.000000,54.000000,54.000000,54.000000,0
2010-02-16,54.000000,54.000000,52.500000,52.500000,52.500000,0
2010-02-17,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-18,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-19,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-22,52.500000,53.000000,52.500000,53.000000,53.000000,0
2010-02-23,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-24,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-25,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-02-26,45.000000,51.500000,45.000000,50.500000,50.500000,0
2010-03-01,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-03-02,53.000000,54.000000,50.500000,50.500000,50.500000,100
2010-03-03,54.000000,54.000000,50.500000,50.500000,50.500000,0
2010-03-04,50.500000,54.000000,47.500000,47.500000,47.500000,0
2010-03-05,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-03-08,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-03-09,47.500000,52.500000,45.000000,50.500000,50.500000,200
2010-03-10,53.500000,53.500000,53.000000,53.000000,53.000000,0
2010-03-11,52.500000,52.500000,47.500000,50.000000,50.000000,100
2010-03-12,48.000000,48.000000,40.500000,45.000000,45.000000,100
2010-03-15,50.000000,55.000000,50.000000,55.000000,55.000000,200
2010-03-16,54.000000,54.000000,50.500000,50.500000,50.500000,100
2010-03-17,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-03-18,52.500000,52.500000,49.000000,50.500000,50.500000,200
2010-03-19,50.000000,50.500000,47.500000,47.500000,47.500000,0
2010-03-22,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-03-23,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-03-24,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-03-25,50.500000,50.500000,48.500000,48.500000,48.500000,0
2010-03-26,47.500000,50.500000,47.500000,50.500000,50.500000,0
2010-03-29,41.049999,42.500000,32.500000,32.500000,32.500000,500
2010-03-30,40.000000,40.000000,40.000000,40.000000,40.000000,200
2010-03-31,40.000000,40.000000,40.000000,40.000000,40.000000,0
2010-04-01,41.000000,41.000000,40.000000,40.000000,40.000000,0
2010-04-05,4.000000,4.000000,3.700000,3.750000,3.750000,100
2010-04-06,3.400000,3.400000,2.650000,2.650000,2.650000,0
2010-04-07,3.250000,3.250000,3.250000,3.250000,3.250000,0
2010-04-08,3.750000,3.750000,3.250000,3.250000,3.250000,0
2010-04-09,32.500000,32.500000,32.500000,32.500000,32.500000,0
2010-04-12,33.000000,33.000000,33.000000,33.000000,33.000000,0
2010-04-13,26.500000,26.500000,26.500000,26.500000,26.500000,0
2010-04-14,30.000000,30.000000,26.500000,26.549999,26.549999,200
2010-04-15,32.500000,32.500000,25.500000,25.500000,25.500000,300
2010-04-16,25.500000,25.500000,25.500000,25.500000,25.500000,0
2010-04-19,25.500000,25.500000,25.500000,25.500000,25.500000,0
2010-04-20,28.000000,28.000000,26.500000,26.500000,26.500000,500
2010-04-21,29.000000,29.000000,27.500000,27.500000,27.500000,500
2010-04-22,28.000000,28.500000,27.500000,28.500000,28.500000,100
2010-04-23,30.000000,30.000000,29.000000,30.000000,30.000000,200
2010-04-26,30.000000,30.000000,30.000000,30.000000,30.000000,200
2010-04-27,31.500000,33.000000,30.500000,33.000000,33.000000,500
2010-04-28,34.500000,37.500000,33.500000,36.500000,36.500000,2200
2010-04-29,38.000000,39.000000,37.000000,37.500000,37.500000,1200
2010-04-30,38.000000,49.750000,37.099998,49.750000,49.750000,1100
2010-05-03,49.750000,49.750000,47.000000,47.000000,47.000000,200
2010-05-04,45.000000,49.750000,45.000000,48.000000,48.000000,200
2010-05-05,49.750000,49.750000,45.000000,49.750000,49.750000,0
2010-05-06,49.750000,49.750000,45.000000,49.750000,49.750000,200
2010-05-07,49.750000,50.500000,45.000000,45.000000,45.000000,500
2010-05-10,45.000000,47.500000,45.000000,47.500000,47.500000,0
2010-05-11,47.500000,47.500000,42.500000,42.500000,42.500000,0
2010-05-12,42.500000,42.500000,42.500000,42.500000,42.500000,0
2010-05-13,42.500000,42.500000,42.500000,42.500000,42.500000,0
2010-05-14,47.500000,47.500000,47.500000,47.500000,47.500000,0
2010-05-17,52.500000,52.500000,42.500000,47.500000,47.500000,200
2010-05-18,42.500000,50.500000,40.000000,50.500000,50.500000,0
2010-05-19,50.500000,50.500000,45.000000,50.500000,50.500000,0
2010-05-20,47.500000,48.000000,47.500000,48.000000,48.000000,100
2010-05-21,47.000000,47.000000,43.000000,43.000000,43.000000,100
2010-05-24,50.500000,50.500000,43.000000,50.000000,50.000000,0
2010-05-25,43.000000,49.500000,43.000000,43.000000,43.000000,0
2010-05-26,43.000000,43.000000,43.000000,43.000000,43.000000,0
2010-05-27,43.000000,43.000000,43.000000,43.000000,43.000000,0
2010-05-28,49.500000,49.500000,49.500000,49.500000,49.500000,0
2010-06-01,43.000000,50.500000,43.000000,50.500000,50.500000,0
2010-06-02,43.000000,50.500000,43.000000,43.000000,43.000000,100
2010-06-03,43.000000,43.000000,43.000000,43.000000,43.000000,0
2010-06-04,43.000000,43.000000,40.000000,40.000000,40.000000,100
2010-06-07,40.000000,40.000000,40.000000,40.000000,40.000000,0
2010-06-08,40.500000,42.500000,40.500000,42.500000,42.500000,100
2010-06-09,42.500000,42.500000,42.500000,42.500000,42.500000,0
2010-06-10,42.500000,42.500000,40.500000,40.500000,40.500000,0
2010-06-11,40.500000,40.500000,40.500000,40.500000,40.500000,0
2010-06-14,40.500000,40.500000,40.500000,40.500000,40.500000,0
2010-06-15,36.000000,36.000000,36.000000,36.000000,36.000000,0
2010-06-16,40.500000,40.500000,40.500000,40.500000,40.500000,0
2010-06-17,40.500000,50.000000,40.500000,48.000000,48.000000,300
2010-06-18,37.500000,48.000000,37.500000,48.000000,48.000000,0
2010-06-21,40.000000,47.500000,40.000000,47.500000,47.500000,100
2010-06-22,40.000000,40.000000,40.000000,40.000000,40.000000,0
2010-06-23,45.000000,47.500000,37.500000,42.500000,42.500000,200
2010-06-24,44.500000,44.500000,44.500000,44.500000,44.500000,0
2010-06-25,44.500000,47.000000,42.500000,43.000000,43.000000,500
2010-06-28,44.500000,45.000000,44.500000,45.000000,45.000000,0
2010-06-29,45.000000,45.000000,44.500000,45.000000,45.000000,0
2010-06-30,42.500000,42.500000,42.500000,42.500000,42.500000,0
2010-07-01,44.500000,44.500000,44.500000,44.500000,44.500000,0
2010-07-02,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-07-06,45.000000,45.000000,37.500000,37.500000,37.500000,0
2010-07-07,38.000000,38.000000,35.500000,35.500000,35.500000,300
2010-07-08,39.000000,39.000000,39.000000,39.000000,39.000000,0
2010-07-09,39.000000,45.000000,39.000000,45.000000,45.000000,200
2010-07-12,45.000000,45.000000,43.000000,43.000000,43.000000,0
2010-07-13,45.000000,45.000000,38.000000,38.000000,38.000000,0
2010-07-14,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-07-15,45.000000,45.000000,38.000000,44.000000,44.000000,100
2010-07-16,43.000000,43.000000,43.000000,43.000000,43.000000,0
2010-07-19,43.000000,43.000000,42.500000,42.500000,42.500000,0
2010-07-20,42.500000,42.500000,42.500000,42.500000,42.500000,0
2010-07-21,40.000000,40.000000,36.000000,36.000000,36.000000,0
2010-07-22,36.000000,42.000000,36.000000,41.500000,41.500000,100
2010-07-23,42.000000,42.000000,42.000000,42.000000,42.000000,0
2010-07-26,41.500000,45.000000,40.000000,45.000000,45.000000,300
2010-07-27,45.000000,45.000000,45.000000,45.000000,45.000000,0
2010-07-28,45.000000,45.000000,42.500000,44.000000,44.000000,2000
2010-07-29,47.000000,60.000000,47.000000,52.000000,52.000000,400
2010-07-30,52.500000,70.000000,51.500000,70.000000,70.000000,1200
2010-08-02,75.000000,75.000000,62.500000,67.500000,67.500000,600
2010-08-03,69.000000,69.000000,62.549999,62.549999,62.549999,100
2010-08-04,74.000000,74.000000,46.500000,51.000000,51.000000,700
2010-08-05,51.000000,52.500000,43.000000,47.500000,47.500000,1000
2010-08-06,52.500000,52.500000,43.000000,43.000000,43.000000,200
2010-08-09,43.000000,52.500000,43.000000,51.500000,51.500000,500
2010-08-10,48.500000,50.000000,48.000000,48.000000,48.000000,600
2010-08-11,48.000000,48.000000,47.500000,47.500000,47.500000,0
2010-08-12,50.000000,50.000000,47.500000,47.500000,47.500000,0
2010-08-13,50.500000,50.500000,47.500000,50.500000,50.500000,100
2010-08-16,51.500000,51.500000,51.500000,51.500000,51.500000,0
2010-08-17,51.500000,52.000000,50.000000,50.000000,50.000000,300
2010-08-18,52.500000,52.500000,52.500000,52.500000,52.500000,0
2010-08-19,52.500000,58.000000,52.500000,56.000000,56.000000,300
2010-08-20,60.500000,60.500000,57.500000,60.500000,60.500000,300
2010-08-23,62.000000,62.000000,50.000000,54.500000,54.500000,400
2010-08-24,56.000000,56.000000,50.000000,50.000000,50.000000,0
2010-08-25,53.500000,53.500000,47.500000,51.000000,51.000000,400
2010-08-26,47.500000,50.500000,47.500000,50.500000,50.500000,200
2010-08-27,49.000000,49.000000,45.500000,47.500000,47.500000,500
2010-08-30,46.500000,46.500000,46.500000,46.500000,46.500000,0
2010-08-31,47.000000,47.500000,43.500000,47.500000,47.500000,400
2010-09-01,47.500000,47.500000,41.000000,47.500000,47.500000,0
2010-09-02,47.000000,47.000000,41.000000,44.500000,44.500000,200
2010-09-03,44.500000,44.500000,41.000000,41.500000,41.500000,200
2010-09-07,41.500000,44.500000,41.500000,41.500000,41.500000,300
2010-09-08,44.500000,44.500000,40.500000,42.000000,42.000000,300
2010-09-09,41.750000,43.000000,40.000000,43.000000,43.000000,400
2010-09-10,42.000000,43.500000,40.000000,43.500000,43.500000,200
2010-09-13,43.500000,43.500000,39.500000,40.000000,40.000000,700
2010-09-14,41.500000,41.500000,40.000000,41.500000,41.500000,200
2010-09-15,41.500000,41.500000,37.500000,37.500000,37.500000,300
2010-09-16,41.000000,41.000000,37.500000,38.000000,38.000000,100
2010-09-17,38.000000,38.000000,32.500000,35.000000,35.000000,1100
2010-09-20,40.000000,40.000000,35.000000,36.000000,36.000000,500
2010-09-21,38.500000,40.000000,35.500000,39.000000,39.000000,4700
