Date,Open,High,Low,Close,Adj Close,Volume
2007-08-31,56.525002,59.935001,56.525002,59.209999,48.437080,4488800
2007-09-04,59.345001,61.320000,58.125000,60.685001,49.643711,4204800
2007-09-05,59.744999,60.195000,58.310001,59.009998,48.273453,3086600
2007-09-06,58.970001,59.595001,58.305000,59.200001,48.428894,2355200
2007-09-07,57.740002,58.220001,56.764999,57.174999,46.772343,2535800
2007-09-10,57.470001,58.709999,55.014999,56.514999,46.232407,3334800
2007-09-11,57.049999,58.860001,56.810001,58.615002,47.950336,3412400
2007-09-12,58.494999,58.580002,57.165001,57.855000,47.328609,3225200
2007-09-13,58.355000,59.974998,57.790001,59.889999,48.993343,3113800
2007-09-14,59.174999,60.145000,58.939999,59.935001,49.030163,1644400
2007-09-17,59.994999,61.020000,59.500000,60.875000,49.799141,2252600
2007-09-18,61.125000,67.254997,60.650002,67.254997,55.018330,6609200
2007-09-19,68.500000,70.129997,65.150002,65.949997,53.950775,5902000
2007-09-20,65.459999,66.925003,64.614998,65.080002,53.239059,2588200
2007-09-21,65.504997,66.065002,65.050003,65.769997,53.803513,2706400
2007-09-24,65.550003,66.599998,63.750000,64.385002,52.670502,2983800
2007-09-25,63.505001,67.379997,63.200001,66.925003,54.748386,3662200
2007-09-26,66.970001,67.525002,64.504997,65.565002,53.635815,3433200
2007-09-27,65.629997,67.250000,65.010002,65.425003,53.521297,2670200
2007-09-28,65.055000,65.125000,63.700001,63.945000,52.310570,3567000
2007-10-01,63.994999,66.495003,63.750000,66.294998,54.232990,3383400
2007-10-02,66.474998,68.125000,65.154999,67.529999,55.243294,3992000
2007-10-03,67.285004,68.125000,65.805000,66.529999,54.425236,3653800
2007-10-04,66.620003,68.849998,66.235001,68.220001,55.807770,3664800
2007-10-05,69.375000,70.285004,68.375000,69.375000,56.752617,3049400
2007-10-08,68.639999,69.410004,67.070000,68.410004,55.963192,2420400
2007-10-09,68.735001,70.410004,67.574997,69.989998,57.255707,2661200
2007-10-10,69.949997,70.095001,68.900002,69.519997,56.871220,2431200
2007-10-11,69.995003,71.724998,67.349998,68.445000,55.991810,3885400
2007-10-12,68.500000,70.010002,68.500000,70.010002,57.272079,1872200
2007-10-15,69.845001,70.404999,68.625000,70.080002,57.329330,2416800
2007-10-16,69.830002,70.125000,67.864998,68.445000,55.991810,2394800
2007-10-17,69.025002,69.974998,68.004997,68.970001,56.421299,2342800
2007-10-18,68.775002,69.684998,67.955002,68.889999,56.355850,1881200
2007-10-19,68.370003,68.370003,65.000000,65.305000,53.423111,4122600
2007-10-22,63.709999,67.489998,63.500000,66.834999,54.674740,3208200
2007-10-23,66.860001,67.665001,66.160004,67.434998,55.165585,1900400
2007-10-24,67.660004,67.945000,65.510002,66.864998,54.699287,3481800
2007-10-25,61.709999,61.709999,52.799999,55.779999,45.631145,20864800
2007-10-26,57.514999,59.365002,56.669998,58.470001,47.831718,10029000
2007-10-29,58.785000,59.720001,58.605000,59.720001,48.854267,5085400
2007-10-30,59.450001,59.985001,58.939999,59.424999,48.612957,3520600
2007-10-31,59.744999,60.500000,59.435001,59.980000,49.066971,2573800
2007-11-01,59.564999,61.689999,59.139999,60.720001,49.672340,4363600
2007-11-02,60.930000,61.340000,59.584999,60.764999,49.709145,4157400
2007-11-05,59.625000,61.625000,59.625000,61.000000,49.901379,3204800
2007-11-06,61.049999,63.994999,61.049999,63.950001,52.314659,2789400
2007-11-07,62.500000,64.220001,62.169998,62.424999,51.067104,3242200
2007-11-08,62.150002,63.509998,61.345001,62.430000,51.071198,3251200
2007-11-09,58.845001,61.509998,58.845001,60.279999,49.312393,3504800
2007-11-12,60.000000,62.224998,56.430000,56.840000,46.498280,4640600
2007-11-13,57.779999,59.654999,57.165001,59.375000,48.572033,3789400
2007-11-14,59.974998,60.665001,59.639999,59.790001,49.014736,3198400
2007-11-15,59.435001,59.544998,56.125000,56.310001,46.161892,4636800
2007-11-16,55.525002,56.755001,54.595001,56.310001,46.161892,4049800
2007-11-19,55.845001,56.500000,51.840000,52.895000,43.362339,4827800
2007-11-20,53.084999,55.395000,52.695000,54.105000,44.354275,3408600
2007-11-21,53.000000,54.369999,52.404999,53.715000,44.034573,2285400
2007-11-23,54.474998,54.474998,52.500000,53.160000,43.579578,1222000
2007-11-26,53.160000,55.095001,52.689999,52.785000,43.272163,2367600
2007-11-27,52.955002,55.099998,52.955002,54.410000,44.604309,2296000
2007-11-28,55.000000,57.535000,55.000000,57.160000,46.858704,3011400
2007-11-29,57.090000,58.735001,56.630001,57.755001,47.346478,1993800
2007-11-30,59.500000,60.099998,57.755001,58.450001,47.916225,3321400
2007-12-03,58.000000,59.939999,57.884998,58.884998,48.272839,2643000
2007-12-04,58.650002,60.230000,57.904999,58.740002,48.153954,2216800
2007-12-05,59.255001,61.224998,59.255001,61.000000,50.006660,2869800
2007-12-06,61.400002,63.990002,60.435001,63.680000,52.203682,3365400
2007-12-07,63.924999,63.924999,62.255001,62.480000,51.219936,2488400
2007-12-10,61.884998,63.209999,61.395000,61.865002,50.715775,3443600
2007-12-11,62.084999,63.514999,58.790001,59.095001,48.444981,3767600
2007-12-12,61.634998,63.794998,61.500000,62.349998,51.113373,4893600
2007-12-13,62.500000,62.744999,60.505001,62.070000,50.883823,2166200
2007-12-14,62.224998,63.514999,60.930000,60.959999,49.973881,2718200
2007-12-17,60.814999,60.875000,57.334999,58.040001,47.580116,3114200
2007-12-18,58.570000,59.099998,56.820000,58.215000,47.723579,2118000
2007-12-19,58.340000,58.994999,56.775002,56.924999,46.666050,3743200
2007-12-20,58.244999,60.840000,57.779999,59.560001,48.826183,5427400
2007-12-21,60.715000,62.349998,60.029999,61.875000,50.723972,2958200
2007-12-24,62.615002,63.415001,61.540001,63.264999,51.863480,676800
2007-12-26,63.349998,64.945000,62.505001,64.764999,53.093140,1852600
2007-12-27,64.654999,64.949997,63.855000,63.919998,52.400425,1630200
2007-12-28,64.839996,64.879997,63.930000,64.389999,52.785725,1050600
2007-12-31,64.050003,65.839996,63.669998,63.685001,52.207779,1661000
2008-01-02,63.740002,64.165001,60.869999,61.779999,50.646099,2840400
2008-01-03,62.220001,64.059998,62.080002,62.880001,51.547859,1712400
2008-01-04,62.459999,62.810001,58.980000,59.180000,48.514652,2543400
2008-01-07,59.650002,59.650002,56.810001,57.369999,47.030865,2816900
2008-01-08,58.439999,58.500000,54.259998,54.580002,44.743687,4246400
2008-01-09,54.340000,54.340000,49.869999,51.980000,42.612236,6871100
2008-01-10,51.500000,53.610001,49.180000,52.680000,43.186085,5520200
2008-01-11,51.310001,51.500000,49.290001,49.560001,40.628376,2911500
2008-01-14,50.160000,52.000000,50.160000,51.709999,42.390896,2390300
2008-01-15,51.169998,51.169998,47.610001,47.939999,39.300308,3167300
2008-01-16,46.380001,48.080002,44.849998,46.029999,37.734528,4181700
2008-01-17,46.110001,47.750000,42.880001,43.119999,35.348972,4437100
2008-01-18,43.439999,44.830002,41.020000,42.919998,35.185009,4393100
2008-01-22,38.860001,43.279999,38.110001,42.619999,34.939087,3100600
2008-01-23,41.290001,45.689999,39.970001,45.330002,37.160706,5890500
2008-01-24,45.580002,47.070000,45.180000,46.200001,37.873894,3168400
2008-01-25,46.860001,51.000000,46.860001,49.020000,40.185677,4563200
2008-01-28,49.970001,50.669998,48.490002,50.509998,41.407158,2831600
2008-01-29,50.930000,50.930000,47.790001,48.310001,39.603638,4039100
2008-01-30,48.200001,50.680000,47.180000,48.520000,39.775795,3184500
2008-01-31,47.889999,49.500000,46.320000,48.349998,39.636436,4731000
2008-02-01,46.000000,49.480000,45.029999,46.939999,38.480534,7511500
2008-02-04,47.000000,50.410000,46.709999,49.980000,40.972675,4339300
2008-02-05,49.189999,49.660000,47.619999,47.619999,39.037987,4139500
2008-02-06,47.849998,49.320000,46.849998,47.020000,38.546131,2887200
2008-02-07,46.849998,48.689999,46.400002,48.139999,39.464260,2671000
2008-02-08,47.980000,49.660000,47.750000,49.230000,40.357841,3691900
2008-02-11,49.919998,51.130001,48.930000,50.959999,41.776051,2805200
2008-02-12,51.490002,52.430000,49.730000,50.130001,41.095646,3436400
2008-02-13,50.610001,52.900002,50.610001,52.389999,42.948353,2394500
2008-02-14,52.509998,52.580002,51.230000,51.400002,42.136761,2950400
2008-02-15,51.560001,51.560001,49.599998,51.180000,41.956406,2729400
2008-02-19,51.869999,53.130001,51.730000,52.240002,42.825367,1955600
2008-02-20,51.349998,53.110001,50.910000,52.770000,43.363625,1480400
2008-02-21,53.230000,54.900002,51.580002,51.970001,42.706238,2284700
2008-02-22,52.290001,53.580002,51.279999,53.439999,43.914200,2237400
2008-02-25,53.840000,53.869999,51.910000,53.099998,43.634792,2726700
2008-02-26,52.889999,53.720001,51.590000,53.400002,43.881329,2527300
2008-02-27,52.410000,53.919998,52.060001,52.900002,43.470459,1647100
2008-02-28,52.619999,52.849998,51.500000,52.810001,43.396503,2340500
2008-02-29,52.119999,52.119999,50.060001,50.380001,41.399643,2540900
2008-03-03,50.220001,51.580002,50.000000,51.009998,41.917351,2014500
2008-03-04,50.500000,50.500000,48.090000,48.910000,40.191685,3354200
2008-03-05,48.400002,50.320000,48.400002,49.560001,40.725830,2592500
2008-03-06,49.419998,49.619999,48.139999,48.220001,39.624683,1595200
2008-03-07,47.919998,47.919998,45.480000,46.139999,37.915436,4739200
2008-03-10,45.509998,47.250000,45.509998,45.799999,37.636044,3502600
2008-03-11,47.150002,49.529999,46.840000,49.529999,40.701160,2813200
2008-03-12,49.730000,51.419998,49.230000,50.520000,41.514694,3039200
2008-03-13,49.410000,51.349998,48.240002,51.049999,41.950214,2457200
2008-03-14,51.529999,51.590000,47.919998,49.340000,40.545036,2720600
2008-03-17,48.060001,49.040001,46.529999,48.150002,39.567154,2959700
2008-03-18,48.980000,51.360001,48.759998,51.320000,42.172096,2471200
2008-03-19,51.060001,52.410000,49.209999,49.209999,40.438202,2244300
2008-03-20,49.259998,49.459999,47.410000,49.060001,40.314945,2853000
2008-03-24,49.369999,51.500000,49.279999,51.090000,41.983105,1630800
2008-03-25,51.009998,52.389999,49.900002,52.070000,42.788410,1689400
2008-03-26,51.810001,51.900002,49.529999,50.060001,41.136684,2239600
2008-03-27,50.250000,50.250000,47.650002,47.869999,39.337059,2718600
2008-03-28,48.200001,49.000000,47.279999,47.520000,39.049442,2079200
2008-03-31,47.250000,47.349998,46.099998,46.820000,38.474228,3151300
2008-04-01,47.360001,49.439999,47.049999,49.439999,40.627201,2687300
2008-04-02,49.240002,51.250000,49.060001,50.380001,41.399643,2443700
2008-04-03,49.980000,50.869999,49.349998,50.360001,41.383217,1666900
2008-04-04,50.500000,52.320000,50.360001,51.669998,42.459702,2669200
2008-04-07,52.160000,52.799999,50.900002,51.459999,42.287132,1275100
2008-04-08,50.830002,51.509998,50.380001,51.230000,42.098141,1257400
